position,number,name,birthday,goals,assists,+/-,shots,pims,fow,game ID,game date,team,game number,team goals,team assists,team shots,team pims,player age
RW,17,"Brazeau, Justin  - A",1998-02-02 00:00:00,0,2,+2,6,2,0/0,22871,2018-02-02 19:00:00,Battalion,491,5,7,36,15,20.013698630136986
C,18,"Struthers, Matthew",1999-12-26 00:00:00,2,0,+2,6,0,5/15,22871,2018-02-02 19:00:00,Battalion,491,5,7,36,15,18.117808219178084
RW,19,"Baker, Andy",1999-05-15 00:00:00,0,0,0,0,0,1/2,22871,2018-02-02 19:00:00,Battalion,491,5,7,36,15,18.734246575342464
D,20,"Henderson, Braden *",2000-05-14 00:00:00,0,0,+1,0,2,0/0,22871,2018-02-02 19:00:00,Battalion,491,5,7,36,15,17.734246575342464
RW,21,"Coe, Brandon *",2001-12-01 00:00:00,1,0,0,2,0,0/0,22871,2018-02-02 19:00:00,Battalion,491,5,7,36,15,16.183561643835617
RW,22,"Henderson, Jake",1997-02-12 00:00:00,1,0,0,3,0,0/0,22871,2018-02-02 19:00:00,Battalion,491,5,7,36,15,20.986301369863014
LW,24,"Chenier, Brad",1999-01-20 00:00:00,0,0,0,3,5,0/0,22871,2018-02-02 19:00:00,Battalion,491,5,7,36,15,19.04931506849315
LW,25,"Burghardt, Luke",1998-05-12 00:00:00,1,0,+1,2,2,1/2,22871,2018-02-02 19:00:00,Battalion,491,5,7,36,15,19.742465753424657
LW,27,"McMaster, Adam",2000-02-24 00:00:00,0,1,0,1,0,3/5,22871,2018-02-02 19:00:00,Battalion,491,5,7,36,15,17.953424657534246
C,28,"Moncada, Luke",2000-05-29 00:00:00,0,0,0,0,0,2/10,22871,2018-02-02 19:00:00,Battalion,491,5,7,36,15,17.693150684931506
D,2,"Hoefenmayer, Noel",1999-01-06 00:00:00,0,0,0,2,0,0/0,22872,2018-02-02 19:00:00,67's,492,6,7,32,16,19.087671232876712
LW,4,"Yule, Quinn *",2000-01-06 00:00:00,0,0,0,1,0,0/0,22872,2018-02-02 19:00:00,67's,492,6,7,32,16,18.087671232876712
D,6,"Rippon, Merrick *",2000-04-27 00:00:00,0,0,0,1,2,0/0,22872,2018-02-02 19:00:00,67's,492,6,7,32,16,17.78082191780822
C,8,"Chmelevski, Sasha  - A",1999-06-09 00:00:00,1,1,+1,5,0,8/15,22872,2018-02-02 19:00:00,67's,492,6,7,32,16,18.665753424657535
C,9,"Keating, Austen  - A",1999-03-07 00:00:00,0,0,-1,2,0,2/6,22872,2018-02-02 19:00:00,67's,492,6,7,32,16,18.923287671232877
RW,10,"True, Oliver *",2000-05-04 00:00:00,0,2,0,1,0,0/0,22872,2018-02-02 19:00:00,67's,492,6,7,32,16,17.76164383561644
C,13,"Bitten, Sam *",2000-03-21 00:00:00,0,0,0,2,4,0/4,22872,2018-02-02 19:00:00,67's,492,6,7,32,16,17.882191780821916
LW,17,"Hoelscher, Mitchell *",2000-01-27 00:00:00,1,1,0,2,0,7/16,22872,2018-02-02 19:00:00,67's,492,6,7,32,16,18.03013698630137
D,18,"Wilson, Hudson",1999-05-03 00:00:00,0,0,+1,2,0,0/0,22872,2018-02-02 19:00:00,67's,492,6,7,32,16,18.767123287671232
LW,19,"Barron, Travis  - C",1998-08-17 00:00:00,0,0,+2,3,4,5/5,22872,2018-02-02 19:00:00,67's,492,6,7,32,16,19.476712328767125
C,23,"Boomhower, Shaw",1998-10-31 00:00:00,1,0,+1,1,4,0/0,22872,2018-02-02 19:00:00,67's,492,6,7,32,16,19.27123287671233
D,24,"Peric, Lucas *",2001-01-08 00:00:00,0,0,0,1,0,0/0,22872,2018-02-02 19:00:00,67's,492,6,7,32,16,17.07945205479452
C,26,"Cascagnette, Jacob",1997-03-22 00:00:00,0,1,0,0,0,9/18,22872,2018-02-02 19:00:00,67's,492,6,7,32,16,20.882191780821916
D,27,"Robertson, Carter",2000-01-15 00:00:00,0,1,0,0,2,0/0,22872,2018-02-02 19:00:00,67's,492,6,7,32,16,18.063013698630137
D,28,"Okhotyuk, Nikita *",2000-12-04 00:00:00,1,0,+4,3,0,0/0,22872,2018-02-02 19:00:00,67's,492,6,7,32,16,17.175342465753424
LW,29,"Felhaber, Tye  - A",1998-08-05 00:00:00,2,0,+2,3,0,0/0,22872,2018-02-02 19:00:00,67's,492,6,7,32,16,19.50958904109589
D,88,"Bahl, Kevin",2000-06-27 00:00:00,0,1,0,1,0,0/0,22872,2018-02-02 19:00:00,67's,492,6,7,32,16,17.613698630136987
RW,92,"Clarke, Graeme *",2001-04-24 00:00:00,0,0,-1,2,0,0/0,22872,2018-02-02 19:00:00,67's,492,6,7,32,16,16.78904109589041
C,3,"Jones, Ben  - A",1999-02-26 00:00:00,0,1,0,2,0,11/19,22872,2018-02-02 19:00:00,IceDogs,492,5,7,36,12,18.947945205479453
D,4,"MacPherson, Justin",2000-06-23 00:00:00,0,0,-2,0,0,0/0,22872,2018-02-02 19:00:00,IceDogs,492,5,7,36,12,17.624657534246577
C,7,"Langdon, Kyle",1998-08-26 00:00:00,0,0,0,1,0,10/17,22872,2018-02-02 19:00:00,IceDogs,492,5,7,36,12,19.45205479452055
D,8,"Schaefer, Johnathon",1998-04-04 00:00:00,0,0,0,1,0,0/0,22872,2018-02-02 19:00:00,IceDogs,492,5,7,36,12,19.846575342465755
RW,13,"Maksimov, Kirill",1999-06-01 00:00:00,0,2,0,4,2,0/0,22872,2018-02-02 19:00:00,IceDogs,492,5,7,36,12,18.687671232876713
LW,15,"Castleman, Oliver",1999-09-15 00:00:00,0,1,-1,2,0,0/0,22872,2018-02-02 19:00:00,IceDogs,492,5,7,36,12,18.397260273972602
RW,16,"Singer, Danial",1999-02-10 00:00:00,0,1,-2,0,0,0/0,22872,2018-02-02 19:00:00,IceDogs,492,5,7,36,12,18.991780821917807
D,17,"Lochead, William",1998-03-30 00:00:00,0,1,-1,3,0,0/0,22872,2018-02-02 19:00:00,IceDogs,492,5,7,36,12,19.86027397260274
C,18,"Philip, Matthew",1999-05-31 00:00:00,0,0,-1,2,0,0/5,22872,2018-02-02 19:00:00,IceDogs,492,5,7,36,12,18.69041095890411
RW,20,"Carbonara, Adrian",1997-03-12 00:00:00,0,0,0,1,6,0/0,22872,2018-02-02 19:00:00,IceDogs,492,5,7,36,12,20.90958904109589
LW,23,"Corneil, Johnny  - C",1997-08-16 00:00:00,1,0,0,2,0,0/0,22872,2018-02-02 19:00:00,IceDogs,492,5,7,36,12,20.47945205479452
D,24,"Ham, Liam",1999-02-03 00:00:00,0,1,0,1,2,0/0,22872,2018-02-02 19:00:00,IceDogs,492,5,7,36,12,19.01095890410959
RW,26,"Tomasino, Philip *",2001-07-28 00:00:00,0,0,-1,1,0,2/5,22872,2018-02-02 19:00:00,IceDogs,492,5,7,36,12,16.528767123287672
C,28,"Bruder, Andrew *",2000-08-16 00:00:00,0,0,0,0,0,0/0,22872,2018-02-02 19:00:00,IceDogs,492,5,7,36,12,17.476712328767125
RW,44,"Thomas, Akil  - A",2000-01-02 00:00:00,1,0,-2,7,0,9/17,22872,2018-02-02 19:00:00,IceDogs,492,5,7,36,12,18.0986301369863
LW,48,"Miletic, Sam  - A",1997-05-04 00:00:00,1,0,0,4,2,1/1,22872,2018-02-02 19:00:00,IceDogs,492,5,7,36,12,20.764383561643836
D,68,"Constantinou, Billy *",2001-03-25 00:00:00,1,0,0,2,0,0/0,22872,2018-02-02 19:00:00,IceDogs,492,5,7,36,12,16.87123287671233
D,98,"Roberts, Elijah",1999-01-23 00:00:00,1,0,+1,3,0,0/0,22872,2018-02-02 19:00:00,IceDogs,492,5,7,36,12,19.041095890410958
D,2,"Carroll, Noah",1997-12-02 00:00:00,1,0,+1,2,0,0/0,22873,2018-02-02 19:07:00,Greyhounds,493,4,7,23,10,20.183561643835617
D,6,"Sambrook, Jordan",1998-04-11 00:00:00,0,0,0,2,4,0/0,22873,2018-02-02 19:07:00,Greyhounds,493,4,7,23,10,19.827397260273973
D,7,"DeMeo, Anthony",1999-06-16 00:00:00,0,0,+1,0,0,0/0,22873,2018-02-02 19:07:00,Greyhounds,493,4,7,23,10,18.646575342465752
D,8,"LeGuerrier, Jacob",2000-11-22 00:00:00,0,0,0,0,0,0/0,22873,2018-02-02 19:07:00,Greyhounds,493,4,7,23,10,17.208219178082192
D,11,"Hollowell, Mac",1998-09-26 00:00:00,0,1,+1,2,0,0/0,22873,2018-02-02 19:07:00,Greyhounds,493,4,7,23,10,19.367123287671234
LW,12,"Katchouk, Boris  - A",1998-06-18 00:00:00,0,0,0,3,2,0/0,22873,2018-02-02 19:07:00,Greyhounds,493,4,7,23,10,19.64109589041096
RW,14,"Raddysh, Taylor",1998-02-18 00:00:00,1,1,+1,1,0,4/5,22873,2018-02-02 19:07:00,Greyhounds,493,4,7,23,10,19.96986301369863
C,16,"Frost, Morgan",1999-05-14 00:00:00,1,1,+1,3,2,14/22,22873,2018-02-02 19:07:00,Greyhounds,493,4,7,23,10,18.736986301369864
LW,17,"Howdeshell, Keeghan",1998-02-24 00:00:00,0,0,+2,2,0,0/1,22873,2018-02-02 19:07:00,Greyhounds,493,4,7,23,10,19.953424657534246
LW,18,"Trott, Zack *",2000-05-10 00:00:00,0,0,0,0,0,0/0,22873,2018-02-02 19:07:00,Greyhounds,493,4,7,23,10,17.745205479452054
D,20,"Caron, Phil *",2000-07-23 00:00:00,0,1,+1,0,0,0/0,22873,2018-02-02 19:07:00,Greyhounds,493,4,7,23,10,17.542465753424658
RW,24,"MacKay, Cole *",2001-06-13 00:00:00,0,0,0,0,0,0/1,22873,2018-02-02 19:07:00,Greyhounds,493,4,7,23,10,16.65205479452055
LW,26,"Gettinger, Tim  - C",1998-04-14 00:00:00,0,2,+2,4,0,0/0,22873,2018-02-02 19:07:00,Greyhounds,493,4,7,23,10,19.81917808219178
C,27,"Hayton, Barrett",2000-06-09 00:00:00,0,1,+1,0,0,9/10,22873,2018-02-02 19:07:00,Greyhounds,493,4,7,23,10,17.663013698630138
RW,37,"Roth, Ryan *",2000-07-20 00:00:00,0,0,0,0,0,0/0,22873,2018-02-02 19:07:00,Greyhounds,493,4,7,23,10,17.55068493150685
C,38,"Verbeek, Hayden  - A",1997-10-17 00:00:00,1,0,+1,3,2,12/23,22873,2018-02-02 19:07:00,Greyhounds,493,4,7,23,10,20.30958904109589
RW,39,"Jacklin, Brett *",2000-02-21 00:00:00,0,0,0,0,0,0/0,22873,2018-02-02 19:07:00,Greyhounds,493,4,7,23,10,17.96164383561644
RW,52,"Kopacka, Jack",1998-03-05 00:00:00,0,0,0,1,0,0/1,22873,2018-02-02 19:07:00,Greyhounds,493,4,7,23,10,19.92876712328767
D,5,"Crawford, Marcus  - A",1997-03-21 00:00:00,0,1,+1,5,2,0/0,22873,2018-02-02 19:07:00,Spirit,493,3,5,30,6,20.884931506849316
LW,7,"Bollers, Kyle",1999-03-12 00:00:00,0,0,-1,2,0,0/0,22873,2018-02-02 19:07:00,Spirit,493,3,5,30,6,18.90958904109589
D,8,"Everett, Caleb *",2000-01-20 00:00:00,1,0,-1,2,0,0/0,22873,2018-02-02 19:07:00,Spirit,493,3,5,30,6,18.04931506849315
RW,14,"Busdeker, DJ",1999-09-25 00:00:00,0,0,0,1,0,2/5,22873,2018-02-02 19:07:00,Spirit,493,3,5,30,6,18.36986301369863
LW,17,"Kohn, Mason  - A",1997-05-03 00:00:00,0,1,-1,0,0,1/6,22873,2018-02-02 19:07:00,Spirit,493,3,5,30,6,20.767123287671232
C,18,"Grondin, Max",2000-07-04 00:00:00,1,0,0,2,0,4/7,22873,2018-02-02 19:07:00,Spirit,493,3,5,30,6,17.594520547945205
LW,19,"Jenkins, Blade *",2000-08-11 00:00:00,0,0,-2,2,0,0/2,22873,2018-02-02 19:07:00,Spirit,493,3,5,30,6,17.49041095890411
D,21,"Davis, Hayden",1999-07-21 00:00:00,0,1,-2,1,0,0/0,22873,2018-02-02 19:07:00,Spirit,493,3,5,30,6,18.55068493150685
C,23,"Prueter, Aidan *",2001-12-21 00:00:00,0,0,-1,2,0,3/7,22873,2018-02-02 19:07:00,Spirit,493,3,5,30,6,16.12876712328767
C,26,"Baber, Camaryn *",2001-04-04 00:00:00,0,0,-1,1,0,3/10,22873,2018-02-02 19:07:00,Spirit,493,3,5,30,6,16.843835616438355
RW,42,"Goldowski, Jake *",2000-05-07 00:00:00,0,0,0,0,0,0/0,22873,2018-02-02 19:07:00,Spirit,493,3,5,30,6,17.753424657534246
RW,49,"Coskey, Cole",1999-06-01 00:00:00,0,1,-1,3,0,4/8,22873,2018-02-02 19:07:00,Spirit,493,3,5,30,6,18.687671232876713
D,55,"Middleton, Keaton  - C",1998-02-10 00:00:00,0,1,-1,3,2,0/0,22873,2018-02-02 19:07:00,Spirit,493,3,5,30,6,19.991780821917807
RW,61,"Stepien, Ryan *",2001-09-19 00:00:00,0,0,0,1,0,0/0,22873,2018-02-02 19:07:00,Spirit,493,3,5,30,6,16.383561643835616
LW,71,"Porco, Nicholas *",2001-03-12 00:00:00,0,0,-2,1,0,0/0,22873,2018-02-02 19:07:00,Spirit,493,3,5,30,6,16.90684931506849
D,75,"Penman, Duncan *",2001-07-05 00:00:00,0,0,0,0,0,0/0,22873,2018-02-02 19:07:00,Spirit,493,3,5,30,6,16.59178082191781
D,77,"Webb, Reilly",1999-05-04 00:00:00,0,0,0,0,0,0/0,22873,2018-02-02 19:07:00,Spirit,493,3,5,30,6,18.764383561643836
C,96,"Giroux, Damien  - A",2000-03-03 00:00:00,1,0,0,4,2,7/18,22873,2018-02-02 19:07:00,Spirit,493,3,5,30,6,17.931506849315067
D,2,"Blaisdell, Doug",1997-02-20 00:00:00,0,0,-1,2,0,0/0,22874,2018-02-02 19:05:00,Wolves,494,2,4,35,17,20.964383561643835
D,3,"Rhodes, Kyle  - C",1997-12-25 00:00:00,0,0,-2,1,0,0/0,22874,2018-02-02 19:05:00,Wolves,494,2,4,35,17,20.12054794520548
RW,11,"McConville, Blake *",2000-04-03 00:00:00,0,0,0,2,5,0/0,22874,2018-02-02 19:05:00,Wolves,494,2,4,35,17,17.846575342465755
C,12,"Lipanov, Alexey",1999-08-17 00:00:00,0,0,-1,3,0,0/6,22874,2018-02-02 19:05:00,Wolves,494,2,4,35,17,18.476712328767125
C,14,"Siau, Levi *",2001-04-01 00:00:00,0,1,-1,0,0,4/6,22874,2018-02-02 19:05:00,Wolves,494,2,4,35,17,16.852054794520548
LW,18,"Carson, Macauley  - A",1999-03-12 00:00:00,0,0,-1,2,2,6/11,22874,2018-02-02 19:05:00,Wolves,494,2,4,35,17,18.90958904109589
LW,20,"Bulitka, Shane  - A",1999-07-09 00:00:00,0,1,+1,3,2,13/22,22874,2018-02-02 19:05:00,Wolves,494,2,4,35,17,18.583561643835615
LW,21,"Hutcheson, Nolan *",2000-06-26 00:00:00,0,1,-1,1,0,0/0,22874,2018-02-02 19:05:00,Wolves,494,2,4,35,17,17.616438356164384
D,24,"Stratis, Peter",2000-01-18 00:00:00,0,0,+2,1,0,0/0,22874,2018-02-02 19:05:00,Wolves,494,2,4,35,17,18.054794520547944
LW,26,"Tabak, Anthony *",2001-12-06 00:00:00,1,0,0,3,0,0/0,22874,2018-02-02 19:05:00,Wolves,494,2,4,35,17,16.16986301369863
D,27,"Serensits, Emmett *",2000-01-07 00:00:00,0,0,0,0,2,0/0,22874,2018-02-02 19:05:00,Wolves,494,2,4,35,17,18.084931506849315
RW,28,"Pilon, Drake  - A",1998-10-02 00:00:00,0,0,0,0,0,3/3,22874,2018-02-02 19:05:00,Wolves,494,2,4,35,17,19.350684931506848
LW,29,"Pilon, Darian",1998-10-02 00:00:00,0,0,-1,5,4,4/6,22874,2018-02-02 19:05:00,Wolves,494,2,4,35,17,19.350684931506848
D,44,"Candella, Cole",1998-02-13 00:00:00,1,0,+1,1,0,0/0,22874,2018-02-02 19:05:00,Wolves,494,2,4,35,17,19.983561643835618
D,63,"Ross, Liam *",2001-05-13 00:00:00,0,0,-1,1,0,0/0,22874,2018-02-02 19:05:00,Wolves,494,2,4,35,17,16.736986301369864
LW,71,"Levin, David",1999-09-16 00:00:00,0,0,-1,2,2,1/3,22874,2018-02-02 19:05:00,Wolves,494,2,4,35,17,18.394520547945206
RW,74,"Nizhnikov, Kirill",2000-03-29 00:00:00,0,1,+1,5,0,0/1,22874,2018-02-02 19:05:00,Wolves,494,2,4,35,17,17.86027397260274
C,92,"Murray, Blake *",2001-07-05 00:00:00,0,0,-1,3,0,7/16,22874,2018-02-02 19:05:00,Wolves,494,2,4,35,17,16.59178082191781
D,3,"Martin, Ryan  - A",1999-06-14 00:00:00,0,0,+1,3,0,0/0,22874,2018-02-02 19:05:00,Otters,494,4,6,30,13,18.65205479452055
LW,7,"Girhiny, Christian",1998-08-21 00:00:00,1,1,+1,4,0,0/0,22874,2018-02-02 19:05:00,Otters,494,4,6,30,13,19.465753424657535
LW,9,"Maksimovich, Kyle  - C",1998-03-10 00:00:00,0,1,+1,4,0,0/0,22874,2018-02-02 19:05:00,Otters,494,4,6,30,13,19.915068493150685
C,10,"Sproule, Emmett *",2001-03-19 00:00:00,0,0,-1,0,0,0/0,22874,2018-02-02 19:05:00,Otters,494,4,6,30,13,16.887671232876713
C,14,"Fowler, Hayden *",2001-09-24 00:00:00,0,0,+1,2,2,1/1,22874,2018-02-02 19:05:00,Otters,494,4,6,30,13,16.36986301369863
C,15,"Patry, Stephane *",2000-02-18 00:00:00,1,1,+1,1,0,8/19,22874,2018-02-02 19:05:00,Otters,494,4,6,30,13,17.96986301369863
D,20,"Wainman, Josh",1999-02-20 00:00:00,0,0,-1,1,0,0/0,22874,2018-02-02 19:05:00,Otters,494,4,6,30,13,18.964383561643835
LW,21,"Fellows, Patrick",1997-06-17 00:00:00,0,1,+1,2,2,2/2,22874,2018-02-02 19:05:00,Otters,494,4,6,30,13,20.643835616438356
RW,27,"Lodnia, Ivan  - A",1999-08-31 00:00:00,0,0,0,2,0,3/10,22874,2018-02-02 19:05:00,Otters,494,4,6,30,13,18.438356164383563
RW,29,"Yetman, Chad *",2000-02-18 00:00:00,0,0,-1,0,0,0/0,22874,2018-02-02 19:05:00,Otters,494,4,6,30,13,17.96986301369863
D,34,"Duff, Jack *",2000-01-23 00:00:00,0,0,+1,0,0,0/0,22874,2018-02-02 19:05:00,Otters,494,4,6,30,13,18.041095890410958
C,39,"Poddubnyi, Gera",1999-06-09 00:00:00,0,0,0,0,2,4/14,22874,2018-02-02 19:05:00,Otters,494,4,6,30,13,18.665753424657535
D,41,"Henry, Kurtis *",2000-04-14 00:00:00,0,0,-1,0,5,0/0,22874,2018-02-02 19:05:00,Otters,494,4,6,30,13,17.816438356164383
D,47,"Headrick, Owen  - A",1997-08-23 00:00:00,0,2,+2,3,0,0/0,22874,2018-02-02 19:05:00,Otters,494,4,6,30,13,20.46027397260274
D,49,"Beamish, Luke *",2000-06-15 00:00:00,0,0,0,0,0,0/0,22874,2018-02-02 19:05:00,Otters,494,4,6,30,13,17.646575342465752
LW,77,"Golod, Maxim *",2000-08-18 00:00:00,0,0,0,3,0,0/0,22874,2018-02-02 19:05:00,Otters,494,4,6,30,13,17.471232876712328
C,91,"Lajeunesse, Troy",1997-05-20 00:00:00,2,0,+1,4,2,15/21,22874,2018-02-02 19:05:00,Otters,494,4,6,30,13,20.720547945205478
C,96,"Gritz, Alex",2000-09-15 00:00:00,0,0,-1,1,0,3/7,22874,2018-02-02 19:05:00,Otters,494,4,6,30,13,17.394520547945206
D,2,"Tucker, Tyler",2000-03-01 00:00:00,0,1,0,0,4,0/0,22875,2018-02-03 19:30:00,Colts,495,6,8,39,16,17.93972602739726
D,3,"Hill, Mathew *",2001-05-01 00:00:00,0,0,+1,0,0,0/0,22875,2018-02-03 19:30:00,Colts,495,6,8,39,16,16.77260273972603
D,5,"Cameron, Christopher",1999-05-29 00:00:00,0,0,+1,0,2,0/0,22875,2018-02-03 19:30:00,Colts,495,6,8,39,16,18.698630136986303
LW,8,"Chiodo, Lucas  - A",1998-10-31 00:00:00,0,0,+1,4,0,0/0,22875,2018-02-03 19:30:00,Colts,495,6,8,39,16,19.273972602739725
D,10,"Murray, Justin  - C",1998-08-22 00:00:00,0,1,+2,1,0,0/0,22875,2018-02-03 19:30:00,Colts,495,6,8,39,16,19.465753424657535
RW,14,"Svechnikov, Andrei *",2000-03-26 00:00:00,3,0,+3,8,4,0/0,22875,2018-02-03 19:30:00,Colts,495,6,8,39,16,17.87123287671233
RW,15,"Peca, Jaden",1999-04-18 00:00:00,0,0,0,0,0,0/0,22875,2018-02-03 19:30:00,Colts,495,6,8,39,16,18.81095890410959
LW,16,"Hawerchuk, Ben  - A",1998-03-27 00:00:00,0,0,+1,5,2,1/1,22875,2018-02-03 19:30:00,Colts,495,6,8,39,16,19.87123287671233
RW,17,"Sokolov, Dmitry",1998-04-14 00:00:00,1,0,0,5,0,0/0,22875,2018-02-03 19:30:00,Colts,495,6,8,39,16,19.82191780821918
C,18,"Magwood, Zachary",1998-04-22 00:00:00,0,2,+1,1,0,1/1,22875,2018-02-03 19:30:00,Colts,495,6,8,39,16,19.8
C,19,"Willms, Jason",1999-02-08 00:00:00,1,0,+1,7,0,11/20,22875,2018-02-03 19:30:00,Colts,495,6,8,39,16,19
C,22,"Bignell, Luke *",2000-11-03 00:00:00,0,0,-1,0,0,2/3,22875,2018-02-03 19:30:00,Colts,495,6,8,39,16,17.263013698630136
RW,23,"Brown, Aidan",1999-09-23 00:00:00,0,0,-1,0,0,0/0,22875,2018-02-03 19:30:00,Colts,495,6,8,39,16,18.378082191780823
D,24,"Fergus, TJ",1997-03-25 00:00:00,0,0,+1,1,2,0/0,22875,2018-02-03 19:30:00,Colts,495,6,8,39,16,20.876712328767123
C,25,"Heitzner, Kyle",1999-07-17 00:00:00,0,0,-1,0,0,0/0,22875,2018-02-03 19:30:00,Colts,495,6,8,39,16,18.564383561643837
C,61,"Suzuki, Ryan *",2001-05-28 00:00:00,0,0,0,0,2,9/11,22875,2018-02-03 19:30:00,Colts,495,6,8,39,16,16.698630136986303
D,72,"Allensen, Nathan *",2001-05-03 00:00:00,0,1,+1,1,0,0/0,22875,2018-02-03 19:30:00,Colts,495,6,8,39,16,16.767123287671232
C,91,"Luchuk, Aaron",1997-04-05 00:00:00,1,3,+3,6,0,27/41,22875,2018-02-03 19:30:00,Colts,495,6,8,39,16,20.846575342465755
D,3,"Ladd, Grayson *",2001-03-01 00:00:00,0,0,0,0,0,0/0,22875,2018-02-03 19:30:00,Spitfires,495,2,3,27,14,16.93972602739726
C,7,"Angle, Tyler",2000-09-30 00:00:00,0,1,-1,0,2,10/24,22875,2018-02-03 19:30:00,Spitfires,495,2,3,27,14,17.356164383561644
D,8,"Corcoran, Connor",2000-08-07 00:00:00,0,0,-1,3,0,0/0,22875,2018-02-03 19:30:00,Spitfires,495,2,3,27,14,17.504109589041096
C,12,"Sirman, William",1999-11-03 00:00:00,0,0,-1,2,0,0/0,22875,2018-02-03 19:30:00,Spitfires,495,2,3,27,14,18.265753424657536
LW,16,"Playfair, Chris",2000-05-31 00:00:00,0,0,-2,1,4,4/15,22875,2018-02-03 19:30:00,Spitfires,495,2,3,27,14,17.69041095890411
C,20,"Kutkevicius, Luke",1998-03-25 00:00:00,0,1,-1,3,0,4/10,22875,2018-02-03 19:30:00,Spitfires,495,2,3,27,14,19.876712328767123
D,22,"Stevenson, Thomas",1999-10-14 00:00:00,0,0,-1,1,0,0/0,22875,2018-02-03 19:30:00,Spitfires,495,2,3,27,14,18.32054794520548
LW,24,"MacDougall, Mathew *",2000-01-23 00:00:00,0,0,-1,0,0,0/0,22875,2018-02-03 19:30:00,Spitfires,495,2,3,27,14,18.043835616438358
RW,26,"Purboo, Cole  - A",1999-06-18 00:00:00,0,0,-1,4,4,0/0,22875,2018-02-03 19:30:00,Spitfires,495,2,3,27,14,18.643835616438356
RW,27,"Smith, Jake  - A",1997-07-03 00:00:00,1,0,-2,3,0,0/2,22875,2018-02-03 19:30:00,Spitfires,495,2,3,27,14,20.602739726027398
C,28,"Morgan, Cody *",2001-02-01 00:00:00,0,0,-1,1,0,6/18,22875,2018-02-03 19:30:00,Spitfires,495,2,3,27,14,17.016438356164382
C,29,"D'Amico, Daniel *",2001-01-25 00:00:00,0,0,-1,1,2,0/2,22875,2018-02-03 19:30:00,Spitfires,495,2,3,27,14,17.035616438356165
C,39,"Douglas, Curtis",2000-03-06 00:00:00,1,0,0,3,0,1/4,22875,2018-02-03 19:30:00,Spitfires,495,2,3,27,14,17.926027397260274
D,43,"Henault, Louka *",2001-01-31 00:00:00,0,0,-1,1,0,0/0,22875,2018-02-03 19:30:00,Spitfires,495,2,3,27,14,17.019178082191782
D,44,"Staios, Nathan *",2001-05-17 00:00:00,0,0,-1,1,0,0/0,22875,2018-02-03 19:30:00,Spitfires,495,2,3,27,14,16.72876712328767
C,48,"Schiemenz, Cedric",1999-03-01 00:00:00,0,0,-2,1,0,1/1,22875,2018-02-03 19:30:00,Spitfires,495,2,3,27,14,18.942465753424656
RW,61,"Boka, Luke  - A",1999-06-12 00:00:00,0,1,+1,1,2,0/1,22875,2018-02-03 19:30:00,Spitfires,495,2,3,27,14,18.660273972602738
D,71,"Starikov, Lev *",2000-09-17 00:00:00,0,0,0,1,0,0/0,22875,2018-02-03 19:30:00,Spitfires,495,2,3,27,14,17.39178082191781
D,5,"Lemcke, Justin  - C",1997-02-13 00:00:00,0,0,0,3,2,0/0,22876,2018-02-03 19:00:00,Bulldogs,496,2,4,25,8,20.986301369863014
D,7,"Landry, Kade",1999-05-03 00:00:00,0,0,0,0,0,0/0,22876,2018-02-03 19:00:00,Bulldogs,496,2,4,25,8,18.76986301369863
LW,10,"Caamano, Nicholas",1998-09-07 00:00:00,0,0,0,3,2,0/0,22876,2018-02-03 19:00:00,Bulldogs,496,2,4,25,8,19.421917808219177
RW,11,"Nurse, Isaac",1999-03-16 00:00:00,0,0,+1,1,2,0/0,22876,2018-02-03 19:00:00,Bulldogs,496,2,4,25,8,18.9013698630137
LW,12,"Jackson, Zachary",1999-01-11 00:00:00,0,1,0,1,0,0/5,22876,2018-02-03 19:00:00,Bulldogs,496,2,4,25,8,19.076712328767123
LW,15,"Mutter, Navrin *",2001-03-15 00:00:00,0,1,+1,0,2,0/0,22876,2018-02-03 19:00:00,Bulldogs,496,2,4,25,8,16.9013698630137
LW,16,"Burnell, Owen",1998-08-24 00:00:00,0,1,0,0,0,2/10,22876,2018-02-03 19:00:00,Bulldogs,496,2,4,25,8,19.46027397260274
C,17,"Saigeon, Brandon",1998-06-14 00:00:00,0,0,0,4,0,15/28,22876,2018-02-03 19:00:00,Bulldogs,496,2,4,25,8,19.654794520547945
LW,18,"Strome, Matthew",1999-01-06 00:00:00,1,1,+1,2,0,0/0,22876,2018-02-03 19:00:00,Bulldogs,496,2,4,25,8,19.09041095890411
D,22,"Hanley, Jack  - A",1998-04-20 00:00:00,0,0,0,0,0,0/0,22876,2018-02-03 19:00:00,Bulldogs,496,2,4,25,8,19.805479452054794
D,24,"Walters, Connor",1997-06-05 00:00:00,0,0,0,1,0,0/0,22876,2018-02-03 19:00:00,Bulldogs,496,2,4,25,8,20.67945205479452
RW,28,"Studenic, Marian",1998-10-28 00:00:00,0,0,0,0,0,0/1,22876,2018-02-03 19:00:00,Bulldogs,496,2,4,25,8,19.28219178082192
RW,34,"Kaliyev, Arthur *",2001-06-26 00:00:00,0,0,0,3,0,0/0,22876,2018-02-03 19:00:00,Bulldogs,496,2,4,25,8,16.61917808219178
C,40,"Moore, Ryan",1997-04-09 00:00:00,0,0,0,2,0,9/16,22876,2018-02-03 19:00:00,Bulldogs,496,2,4,25,8,20.835616438356166
